"","subject","ordinal.item.number","type","question","answer","rt","sentence","item.id","Test","N1","Category"
"6110","1479068755",98,"ItemAbstractNoun87","NULL",6,3704,"She offered a handful of ideas.",87,"Abstract Noun","couple","Measure Phrase"
"6111","1479068755",108,"Filler107","NULL",1,3346,"We drove past a tractor nearly the farm.",107,"Filler","Filler",NA
"6112","1479068755",80,"ItemOverflowing69","NULL",1,4254,"We added so many shirts that the pile of shirts overflowed.",69,"Overflowing","pile","Collections"
"6113","1479068755",59,"ItemConfigurationParticiples48","NULL",7,4244,"A child held a bucket filled of sponges on the beach. ",48,"Configuration Participles","pail","Full Containment"
"6114","1479068755",42,"ItemPronominalagreementplural31","NULL",7,5374,"We found a stack of sandwiches and we brought them.",31,"Pronominal agreement plural","stack","Collections"
"6115","1479068755",116,"Filler115","NULL",1,3418,"We built so many houses that the neighborhood.",115,"Filler","Filler",NA
"6116","1479068755",18,"ItemPronominalagreementsingular7","NULL",1,4663,"We found a case of silk handkerchiefs and we cleaned it.",7,"Pronominal agreement singular","case","Full Containment"
"6117","1479068755",122,"Filler121","NULL",7,3959,"We decided to see to a movie.",121,"Filler","Filler",NA
"6118","1479068755",52,"ItemConfigurationParticiples41","NULL",4,1901,"She offered a dish sprinkled with strawberries to her friend.",41,"Configuration Participles","dish","Arbitrary Containments"
"6119","1479068755",40,"ItemPronominalagreementplural29","NULL",4,420,"We found a pile of shirts and we took them.",29,"Pronominal agreement plural","heap","Collections"
"6120","1479068755",121,"Filler120","NULL",1,6533,"A rack of newspapers the bookstore.",120,"Filler","Filler",NA
"6121","1479068755",74,"ItemBreakableness63","NULL",4,702,"A stack of sandwiches broke.",63,"Breakableness","stack","Collections"
"6122","1479068755",48,"ItemPronominalagreementplural37","NULL",4,166,"We found several pies and we brought them.",37,"Pronominal agreement plural","none","Quantifiers"
"6123","1479068755",85,"ItemShapeModifier74","NULL",4,177,"She made a circular heap of blankets on the floor.",74,"Shape Modifier","heap","Collections"
"6124","1479068755",97,"ItemAbstractNoun86","NULL",4,462,"She expressed a lot of thoughts.",86,"Abstract Noun","number","Measure Phrase"
"6125","1479068755",103,"Filler102","NULL",4,112,"They gave beside to us.",102,"Filler","Filler",NA
"6126","1479068755",81,"ItemOverflowing70","NULL",4,160,"We added so many blankets that the heap of blankets overflowed.",70,"Overflowing","heap","Collections"
"6127","1479068755",56,"ItemConfigurationParticiples45","NULL",4,240,"She offered a dish sprinkled of strawberries to her friend. ",45,"Configuration Participles","dish","Full Containment"
"6128","1479068755",32,"ItemPronominalagreementplural21","NULL",4,257,"We found a dish with strawberries and we took them.",21,"Pronominal agreement plural","dish","Arbitary Containment"
"6129","1479068755",115,"Filler114","NULL",1,2315,"They stumbled a gold mine.",114,"Filler","Filler",NA
"6130","1479068755",31,"ItemPronominalagreementsingular20","NULL",1,2750,"We found some paintings and we purchased it.",20,"Pronominal agreement singular","none","Quantifiers"
"6131","1479068755",19,"ItemPronominalagreementsingular8","NULL",1,14751,"We found a bucket of sponges and we grabbed it.",8,"Pronominal agreement singular","pail","Full Containment"
"6132","1479068755",117,"Filler116","NULL",1,2617,"They fined so many pedestrians that the city.",116,"Filler","Filler",NA
"6133","1479068755",62,"ItemConfigurationAdjectives51","NULL",1,8884,"We walked by a case full with silk handkerchiefs.",51,"Configuration Adjectives","case","Arbitrary Containments"
"6134","1479068755",38,"ItemPronominalagreementplural27","NULL",7,7231,"We found a case of silk handkerchiefs and we cleaned them.",27,"Pronominal agreement plural","case","Full Containment"
"6135","1479068755",130,"Filler129","NULL",1,3288,"As a surprise%2C he appeared a bouquet of flowers.",129,"Filler","Filler",NA
"6136","1479068755",68,"ItemBreakableness57","NULL",1,2080,"A dish of strawberries broke.",57,"Breakableness","dish","Full Containment"
"6137","1479068755",50,"ItemPronominalagreementplural39","NULL",7,5263,"We found more chips and we brought them.",39,"Pronominal agreement plural","none","Quantifiers"
"6138","1479068755",84,"ItemShapeModifier73","NULL",7,4268,"She moved a tall pile of shirts into the garage.",73,"Shape Modifier","pile","Collection"
"6139","1479068755",92,"ItemAbstractNoun81","NULL",1,2992,"She defined a pile of concepts.",81,"Abstract Noun","pile","Collection"
"6140","1479068755",120,"Filler119","NULL",1,2086,"A dash of salt the soup.",119,"Filler","Filler",NA
"6141","1479068755",79,"ItemOverflowing68","NULL",7,3410,"We added so many sponges that the bucket of sponges overflowed.",68,"Overflowing","pail","Full Containment"
"6142","1479068755",63,"ItemConfigurationAdjectives52","NULL",7,4748,"A child held a bucket full with sponges on the beach. ",52,"Configuration Adjectives","pail","Arbitrary Containments"
"6143","1479068755",27,"ItemPronominalagreementsingular16","NULL",1,3299,"We found a ton of cookbooks and we read it.",16,"Pronominal agreement singular","handful","Measure Phrases"
"6144","1479068755",133,"Filler132","NULL",1,3904,"He looked like a fool when he responded the question.",132,"Filler","Filler",NA
"6145","1479068755",25,"ItemPronominalagreementsingular14","NULL",1,2837,"We found a lot of bags and we stored it.",14,"Pronominal agreement singular","number","Measure Phrases"
"6146","1479068755",119,"Filler118","NULL",1,3258,"A spoonful of tapioca the medicine.",118,"Filler","Filler",NA
"6147","1479068755",41,"ItemPronominalagreementplural30","NULL",7,7924,"We found a heap of blankets and we washed them.",30,"Pronominal agreement plural","pile","Collections"
"6148","1479068755",104,"Filler103","NULL",1,2265,"We wrote a check under.",103,"Filler","Filler",NA
"6149","1479068755",58,"ItemConfigurationParticiples47","NULL",1,2682,"We walked by a case decorated of silk handkerchiefs. ",47,"Configuration Participles","case","Full Containment"
"6150","1479068755",51,"ItemPronominalagreementplural40","NULL",7,97776,"We found some paintings and we purchased them.",40,"Pronominal agreement plural","none","Quantifiers"
"6151","1479068755",109,"Filler108","NULL",1,3114,"They rented bicycles nearly the sea.",108,"Filler","Filler",NA
"6152","1479068755",73,"ItemBreakableness62","NULL",1,45625,"A heap of blankets broke.",62,"Breakableness","heap","Collections"
"6153","1479068755",15,"ItemPronominalagreementsingular4","NULL",1,2215,"We found a bucket with sponges and we grabbed it.",4,"Pronominal agreement singular","pail","Arbitary Containment"
"6154","1479068755",87,"ItemShapeModifier76","NULL",5,9806,"She found a wide group of llamas in the valley.",76,"Shape Modifier","group","Collections"
"6155","1479068755",95,"ItemAbstractNoun84","NULL",4,6669,"She made a group of suggestions.",84,"Abstract Noun","group","Collection"
"6156","1479068755",78,"ItemOverflowing67","NULL",5,4890,"We added so many silk handkerchiefs that the case of silk handkerchiefs overflowed.",67,"Overflowing","case","Full Containment"
"6157","1479068755",55,"ItemConfigurationParticiples44","NULL",7,6284,"A child held a bucket filled with sponges on the beach.",44,"Configuration Participles","pail","Arbitrary Containments"
"6158","1479068755",13,"ItemPronominalagreementsingular2","NULL",5,3526,"We found a pot with flowers and we admired it.",2,"Pronominal agreement singular","pot","Arbitary Containment"
"6159","1479068755",118,"Filler117","NULL",1,2609,"A basket of ornaments the tree.",117,"Filler","Filler",NA
"6160","1479068755",29,"ItemPronominalagreementsingular18","NULL",1,2315,"We found many clocks and we watched it.",18,"Pronominal agreement singular","none","Quantifiers"
"6161","1479068755",102,"Filler101","NULL",1,1334,"He gave through on us.",101,"Filler","Filler",NA
"6162","1479068755",28,"ItemPronominalagreementsingular17","NULL",1,1802,"We found several pies and we brought it.",17,"Pronominal agreement singular","none","Quantifiers"
"6163","1479068755",123,"Filler122","NULL",1,2636,"He resolved to give smoking.",122,"Filler","Filler",NA
"6164","1479068755",54,"ItemConfigurationParticiples43","NULL",7,5595,"We walked by a case decorated with silk handkerchiefs.",43,"Configuration Participles","case","Arbitrary Containments"
"6165","1479068755",34,"ItemPronominalagreementplural23","NULL",6,5528,"We found a case with silk handkerchiefs and we cleaned them.",23,"Pronominal agreement plural","case","Arbitary Containment"
"6166","1479068755",125,"Filler124","NULL",1,3095,"They planned to take the trash from.",124,"Filler","Filler",NA
"6167","1479068755",75,"ItemBreakableness64","NULL",1,1366,"A group of llamas broke.",64,"Breakableness","group","Collections"
"6168","1479068755",46,"ItemPronominalagreementplural35","NULL",7,2564,"We found a handful of notepads and we took them.",35,"Pronominal agreement plural","couple","Measure Phrases"
"6169","1479068755",90,"ItemShapeModifier79","NULL",1,3272,"She placed a short handful of sandwiches on the table.",79,"Shape Modifier","couple","Measure Phrases"
"6170","1479068755",93,"ItemAbstractNoun82","NULL",1,1507,"She expressed a heap of thoughts.",82,"Abstract Noun","heap","Collection"
"6171","1479068755",131,"Filler130","NULL",1,2617,"We finally felt that we belonged the community.",130,"Filler","Filler",NA
"6172","1479068755",76,"ItemOverflowing65","NULL",7,5750,"We added so many strawberries that the dish of strawberries overflowed.",65,"Overflowing","dish","Full Containment"
"6173","1479068755",60,"ItemConfigurationAdjectives49","NULL",5,4835,"She offered a dish full with strawberries to her friend. ",49,"Configuration Adjectives","dish","Arbitrary Containments"
"6174","1479068755",35,"ItemPronominalagreementplural24","NULL",5,5044,"We found a bucket with sponges and we grabbed them.",24,"Pronominal agreement plural","pail","Arbitary Containment"
"6175","1479068755",127,"Filler126","NULL",1,3158,"While cooking dinner%2C we cried the onion.",126,"Filler","Filler",NA
"6176","1479068755",30,"ItemPronominalagreementsingular19","NULL",1,3452,"We found more chips and we brought it.",19,"Pronominal agreement singular","none","Quantifiers"
"6177","1479068755",110,"Filler109","NULL",1,2781,"She made a loudly statement.",109,"Filler","Filler",NA
"6178","1479068755",12,"ItemPronominalagreementsingular1","NULL",5,3435,"We found a dish with strawberries and we took it.",1,"Pronominal agreement singular","dish","Arbitary Containment"
"6179","1479068755",61,"ItemConfigurationAdjectives50","NULL",5,3906,"I noticed a pot full with flowers in the store. ",50,"Configuration Adjectives","pot","Arbitrary Containments"
"6180","1479068755",47,"ItemPronominalagreementplural36","NULL",7,5122,"We found a ton of cookbooks and we read them.",36,"Pronominal agreement plural","handful","Measure Phrases"
"6181","1479068755",106,"Filler105","NULL",1,1751,"We sent a package to.",105,"Filler","Filler",NA
"6182","1479068755",70,"ItemBreakableness59","NULL",1,2960,"A case of silk handkerchiefs broke.",59,"Breakableness","case","Full Containment"
"6183","1479068755",49,"ItemPronominalagreementplural38","NULL",6,3856,"We found many clocks and we photographed them.",38,"Pronominal agreement plural","none","Quantifiers"
"6184","1479068755",91,"ItemShapeModifier80","NULL",1,3153,"She found a wide ton of llamas in the valley.",80,"Shape Modifier","handful","Measure Phrases"
"6185","1479068755",96,"ItemAbstractNoun85","NULL",7,2684,"She defined a bunch of concepts.",85,"Abstract Noun","lot","Measure Phrase"
"6186","1479068755",134,"Filler133","NULL",1,3255,"They would not exist the new law after the referendum",133,"Filler","Filler",NA
"6187","1479068755",77,"ItemOverflowing66","NULL",7,6313,"We added so many flowers that the pot of flowers overflowed.",66,"Overflowing","pot","Full Containment"
"6188","1479068755",65,"ItemConfigurationAdjectives54","NULL",7,2757,"I noticed a pot full of flowers in the store. ",54,"Configuration Adjectives","pot","Full Containment"
"6189","1479068755",36,"ItemPronominalagreementplural25","NULL",7,1954,"We found a dish of strawberries and we took them.",25,"Pronominal agreement plural","dish","Full Containment"
"6190","1479068755",132,"Filler131","NULL",1,5144,"In the spring%2C she emerged brightly colored rain boots.",131,"Filler","Filler",NA
"6191","1479068755",33,"ItemPronominalagreementplural22","NULL",7,10805,"We found a pot with flowers and we photographed them.",22,"Pronominal agreement plural","pot","Arbitary Containment"
"6192","1479068755",101,"Filler100","NULL",1,2805,"They watched of the fireworks.",100,"Filler","Filler",NA
"6193","1479068755",24,"ItemPronominalagreementsingular13","NULL",1,22103,"We found a bunch of newspapers and we took it.",13,"Pronominal agreement singular","lot","Measure Phrases"
"6194","1479068755",129,"Filler128","NULL",5,22984,"During the party%2C the magician disappeared a rubber ball.",128,"Filler","Filler",NA
"6195","1479068755",67,"ItemConfigurationAdjectives56","NULL",7,3315,"A child held a bucket full of sponges on the beach.",56,"Configuration Adjectives","pail","Full Containment"
"6196","1479068755",23,"ItemPronominalagreementsingular12","NULL",5,9320,"We found a group of llamas and we photographed it.",12,"Pronominal agreement singular","group","Collections"
"6197","1479068755",112,"Filler111","NULL",1,1917,"We insisted a toast.",111,"Filler","Filler",NA
"6198","1479068755",69,"ItemBreakableness58","NULL",7,6729,"A pot of flowers broke.",58,"Breakableness","pot","Full Containment"
"6199","1479068755",37,"ItemPronominalagreementplural26","NULL",7,1787,"We found a pot of flowers and we photographed them.",26,"Pronominal agreement plural","pot","Full Containment"
"6200","1479068755",86,"ItemShapeModifier75","NULL",7,5858,"She placed a short stack of sandwiches on the table.",75,"Shape Modifier","stack","Collections"
"6201","1479068755",94,"ItemAbstractNoun83","NULL",4,2593,"She offered a stack of ideas.",83,"Abstract Noun","stack","Collection"
